gene symbol,p_val_adj,avg_logFC,cell type
SLC16A12,7.05E-52,0.415261,Thick ascending loop of Henle
AK3,4.75E-51,0.576396,Thick ascending loop of Henle
RP11-368L12.1,1.66E-49,0.592907,Thick ascending loop of Henle
SKAP1,6.12E-49,0.578117,Thick ascending loop of Henle
COL4A3,5.35E-46,0.467454,Thick ascending loop of Henle
TMEM161B-AS1,6.30E-46,0.531386,Thick ascending loop of Henle
SLC4A7,2.21E-45,0.447882,Thick ascending loop of Henle
SLC16A7,1.05E-43,0.504519,Thick ascending loop of Henle
COBLL1,1.33E-43,0.343053,Thick ascending loop of Henle
FOXP2,1.45E-39,0.476107,Thick ascending loop of Henle
IMMP2L,7.12E-39,0.386255,Thick ascending loop of Henle
ZHX3,3.45E-37,0.4084,Thick ascending loop of Henle
KLF12,2.40E-35,0.408463,Thick ascending loop of Henle
PEBP1,3.11E-35,0.567209,Thick ascending loop of Henle
KIAA1217,1.76E-33,0.426432,Thick ascending loop of Henle
GALNT18,4.18E-33,0.435747,Thick ascending loop of Henle
TAPT1-AS1,1.85E-32,0.489328,Thick ascending loop of Henle
LRBA,2.72E-32,0.405076,Thick ascending loop of Henle
TACC1,6.48E-32,0.383351,Thick ascending loop of Henle
MYO9A,1.03E-31,0.398272,Thick ascending loop of Henle
DDX17,1.80E-30,0.364458,Thick ascending loop of Henle
LGR4,5.60E-30,0.436141,Thick ascending loop of Henle
TFCP2L1,3.34E-29,0.439664,Thick ascending loop of Henle
PSAP,5.93E-27,0.501325,Thick ascending loop of Henle
FAM13A,3.90E-26,0.446653,Thick ascending loop of Henle
LDHB,4.64E-26,0.413912,Thick ascending loop of Henle
ATP5A1,4.77E-26,0.450471,Thick ascending loop of Henle
CIRBP,6.35E-25,0.400878,Thick ascending loop of Henle
ABLIM1,8.90E-25,0.320684,Thick ascending loop of Henle
COX4I1,1.14E-24,0.478859,Thick ascending loop of Henle
MACROD2,8.23E-23,0.308186,Thick ascending loop of Henle
NR3C2,1.33E-22,0.321845,Thick ascending loop of Henle
USP53,7.15E-22,0.373802,Thick ascending loop of Henle
WWOX,2.65E-19,0.269117,Thick ascending loop of Henle
VAV3,9.07E-19,0.348283,Thick ascending loop of Henle
KCNJ16,7.88E-18,0.28191,Thick ascending loop of Henle
LINC00969,1.16E-17,0.329365,Thick ascending loop of Henle
GNAS,7.47E-17,0.345246,Thick ascending loop of Henle
FKBP5,1.09E-16,0.325821,Thick ascending loop of Henle
LL22NC03-2H8.5,1.39E-16,0.338216,Thick ascending loop of Henle
ADAMTS9-AS2,2.18E-16,0.299543,Thick ascending loop of Henle
PRKD1,3.31E-16,0.387006,Thick ascending loop of Henle
RP11-96H19.1,1.49E-15,0.321897,Thick ascending loop of Henle
DNAH14,2.44E-15,0.341173,Thick ascending loop of Henle
IVNS1ABP,3.65E-15,0.318699,Thick ascending loop of Henle
AUH,8.43E-15,0.308419,Thick ascending loop of Henle
VWA8,3.30E-14,0.319367,Thick ascending loop of Henle
SOX6,1.52E-12,0.269259,Thick ascending loop of Henle
CPEB4,1.70E-11,0.281752,Thick ascending loop of Henle
CLMN,3.75E-11,0.297876,Thick ascending loop of Henle
FGD4,6.93E-11,0.26649,Thick ascending loop of Henle
WNK1,1.57E-10,0.296922,Thick ascending loop of Henle
DOCK1,2.03E-10,0.252044,Thick ascending loop of Henle
USP25,2.07E-10,0.337181,Thick ascending loop of Henle
WWC2,2.79E-10,0.301866,Thick ascending loop of Henle
DPH6,1.52E-09,0.302395,Thick ascending loop of Henle
SLC12A3,0,3.33547,Distal tubule
RP11-457K10.1,0,2.515258,Distal tubule
EGF,0,2.313675,Distal tubule
TRPM6,0,1.977655,Distal tubule
TMEM52B,0,1.937721,Distal tubule
CACNB4,9.94E-231,1.564582,Distal tubule
TRPM7,2.54E-223,1.926251,Distal tubule
KLHL3,2.36E-219,1.527042,Distal tubule
TEX41,1.38E-216,1.682776,Distal tubule
CNNM2,2.38E-209,1.654652,Distal tubule
RP4-655J12.4,2.34E-200,1.689799,Distal tubule
ADAMTS17,2.01E-197,1.697371,Distal tubule
WNK1,1.45E-178,1.560755,Distal tubule
ERBB4,1.40E-176,1.269122,Distal tubule
RNPC3,5.36E-176,1.887996,Distal tubule
ESRRG,4.18E-172,1.187064,Distal tubule
ABCA10,3.69E-154,1.36439,Distal tubule
FGF13,2.63E-152,1.489888,Distal tubule
GPC5,4.26E-151,1.570738,Distal tubule
AC013463.2,7.30E-151,1.356097,Distal tubule
CCSER1,3.20E-145,1.108899,Distal tubule
FMN1,1.54E-135,1.42317,Distal tubule
CALCR,3.13E-135,1.613841,Distal tubule
SCN2A,3.91E-132,1.301843,Distal tubule
ARHGAP6,1.05E-109,1.249268,Distal tubule
MAML2,7.40E-103,1.111431,Distal tubule
LINC00645,4.11E-102,1.420607,Distal tubule
IL1RAPL2,7.53E-98,1.641188,Distal tubule
CPEB4,4.45E-96,1.263767,Distal tubule
ABCA5,6.11E-93,1.301047,Distal tubule
ICA1,5.09E-88,1.195057,Distal tubule
ME3,7.11E-88,1.109465,Distal tubule
APBB2,5.10E-87,1.087012,Distal tubule
RP11-368L12.1,2.86E-85,1.241905,Distal tubule
CADM1,2.12E-83,1.229092,Distal tubule
DACH1,1.78E-82,1.046798,Distal tubule
PLCL1,4.48E-79,1.03224,Distal tubule
FHIT,4.53E-75,0.773872,Distal tubule
LINC00970,3.04E-73,1.046745,Distal tubule
PIK3C2G,1.91E-72,1.103532,Distal tubule
MECOM,2.71E-71,0.700295,Distal tubule
KANK1,2.55E-66,0.980857,Distal tubule
KNG1,6.77E-64,1.024098,Distal tubule
COBLL1,4.13E-58,0.790606,Distal tubule
CDK14,5.20E-55,1.008541,Distal tubule
COL4A3,1.09E-52,0.931646,Distal tubule
CCDC148,9.98E-52,0.895141,Distal tubule
ZNF385D,9.67E-51,1.092861,Distal tubule
CA10,2.09E-50,1.017658,Distal tubule
WDFY2,7.24E-50,1.002346,Distal tubule
SLC8A1,8.55E-49,1.277483,Distal tubule
FHOD3,1.36E-48,0.874099,Distal tubule
NR3C2,5.86E-48,0.853964,Distal tubule
TSC22D2,2.01E-47,0.977229,Distal tubule
CACNA2D3,2.77E-47,0.738053,Distal tubule
PLPPR1,3.08E-45,0.929057,Distal tubule
CASR,3.44E-44,0.908935,Distal tubule
MITF,8.20E-44,0.948588,Distal tubule
KCNJ16,4.07E-43,0.81089,Distal tubule
PTGER3,1.88E-41,0.890366,Distal tubule
PKHD1,4.19E-41,0.514332,Distal tubule
FRMD3,2.01E-40,0.895606,Distal tubule
CACNA1D,1.39E-39,0.950057,Distal tubule
LRBA,4.32E-39,0.734929,Distal tubule
TOX3,1.82E-38,0.913305,Distal tubule
ITPR1,5.05E-37,0.831097,Distal tubule
DANT2,8.85E-37,0.733692,Distal tubule
XIST,1.56E-36,0.810524,Distal tubule
USP24,2.82E-36,0.844402,Distal tubule
PKP4,4.53E-35,0.775056,Distal tubule
NOS1AP,1.10E-30,0.840338,Distal tubule
FREM1,8.84E-30,0.858928,Distal tubule
LRCH1,2.13E-29,0.802499,Distal tubule
EFNA5,1.17E-28,0.590056,Distal tubule
CLASP1,2.14E-28,0.807826,Distal tubule
NAALADL2,2.22E-28,0.563367,Distal tubule
VAV3,1.61E-27,0.783728,Distal tubule
ADAMTS9-AS2,1.61E-27,0.664384,Distal tubule
PPARGC1A,1.72E-27,0.733171,Distal tubule
KLHL13,3.81E-27,0.803268,Distal tubule
OPHN1,2.22E-26,0.749619,Distal tubule
OSBPL3,3.26E-26,0.790039,Distal tubule
ADGRL2,5.31E-26,0.776512,Distal tubule
ATXN1,3.03E-25,0.662128,Distal tubule
CBLB,6.71E-25,0.730669,Distal tubule
C10orf11,9.94E-24,0.530864,Distal tubule
CA12,1.17E-23,0.624062,Distal tubule
PTPN4,5.42E-23,0.703267,Distal tubule
RNF150,1.87E-22,0.737883,Distal tubule
BICC1,1.99E-22,0.475594,Distal tubule
ACSL4,2.30E-22,0.764942,Distal tubule
GRB14,6.59E-21,0.768405,Distal tubule
INPP4B,1.13E-20,0.605086,Distal tubule
LGR4,4.33E-19,0.649421,Distal tubule
NAV2,6.07E-18,0.683996,Distal tubule
FBXL17,6.98E-18,0.59304,Distal tubule
MSI2,8.24E-18,0.618276,Distal tubule
FNDC3B,9.43E-18,0.558715,Distal tubule
GPHN,2.31E-17,0.434954,Distal tubule
LIMCH1,4.31E-17,0.557022,Distal tubule
TACC1,2.02E-16,0.547951,Distal tubule
PTH2R,7.51E-16,0.42274,Distal tubule
NHS,1.50E-15,0.427355,Distal tubule
SOX6,1.66E-15,0.514678,Distal tubule
RORA,1.97E-15,0.36457,Distal tubule
RP11-96H19.1,2.93E-15,0.501355,Distal tubule
KCNIP4,1.20E-14,0.490502,Distal tubule
SHROOM3,3.57E-14,0.575546,Distal tubule
ARHGAP24,4.27E-14,0.516267,Distal tubule
PNISR,5.86E-14,0.448357,Distal tubule
PDE10A,1.03E-13,0.514162,Distal tubule
KLF12,1.09E-13,0.549662,Distal tubule
CTDSPL,4.94E-13,0.575226,Distal tubule
PPP2R3A,5.83E-13,0.443218,Distal tubule
CADPS2,8.77E-13,0.502215,Distal tubule
BTBD9,1.23E-12,0.515639,Distal tubule
TAPT1-AS1,1.55E-12,0.550413,Distal tubule
IVNS1ABP,2.06E-12,0.538463,Distal tubule
ATP1B1,2.39E-12,0.373278,Distal tubule
FAAH2,7.53E-12,0.590225,Distal tubule
SNHG14,1.08E-11,0.484856,Distal tubule
ANK3,3.36E-11,0.313956,Distal tubule
TMEM161B-AS1,4.24E-11,0.637364,Distal tubule
PARD3B,5.05E-11,0.364633,Distal tubule
MEF2A,3.69E-10,0.529289,Distal tubule
TBL1X,4.27E-10,0.554076,Distal tubule
LL22NC03-2H8.5,1.16E-09,0.49151,Distal tubule
AGBL4,1.34E-09,0.464025,Distal tubule
DYNC2H1,1.47E-09,0.675177,Distal tubule
ABLIM1,4.59E-09,0.406134,Distal tubule
ATP9B,5.80E-09,0.511844,Distal tubule
SKAP1,6.17E-09,0.46936,Distal tubule
DNAH14,2.04E-08,0.518594,Distal tubule
MAP4K3,3.93E-08,0.532145,Distal tubule
ZNF704,5.79E-08,0.502001,Distal tubule
DPH6,6.71E-08,0.484647,Distal tubule
PCCA,8.74E-08,0.398157,Distal tubule
CGNL1,1.02E-07,0.339413,Distal tubule
FRAS1,1.17E-07,0.430203,Distal tubule
NR2F2-AS1,1.77E-07,0.3786,Distal tubule
UBR3,1.87E-07,0.500829,Distal tubule
MAPK8,2.29E-07,0.440234,Distal tubule
AUH,3.95E-07,0.495415,Distal tubule
IMMP2L,4.91E-07,0.290277,Distal tubule
PTPRG,5.60E-07,0.300684,Distal tubule
WSB1,1.76E-06,0.527688,Distal tubule
WDR72,2.03E-06,0.268908,Distal tubule
SAMD5,2.11E-06,0.453309,Distal tubule
TRIM2,3.35E-06,0.488562,Distal tubule
ANKRD26,3.40E-06,0.468422,Distal tubule
THRB,4.11E-06,0.440141,Distal tubule
KIAA1958,4.60E-06,0.473148,Distal tubule
SNX29,8.85E-06,0.377249,Distal tubule
MACROD2,9.30E-06,0.41014,Distal tubule
C20orf194,1.97E-05,0.447384,Distal tubule
FTX,2.65E-05,0.277792,Distal tubule
LRP1B,3.14E-05,0.424464,Distal tubule
ZNF518A,5.74E-05,0.488715,Distal tubule
USP25,7.50E-05,0.482493,Distal tubule
WWOX,0.000114,0.2608,Distal tubule
KIAA1217,0.000119,0.387851,Distal tubule
NEDD4L,0.000131,0.310728,Distal tubule
EXOC6B,0.000263,0.428335,Distal tubule
RABGAP1L,0.000441,0.284246,Distal tubule
TRAPPC9,0.000443,0.420156,Distal tubule
OXR1,0.000522,0.323283,Distal tubule
SVIL,0.000649,0.409752,Distal tubule
AK3,0.000904,0.477538,Distal tubule
UBA6-AS1,0.000998,0.499992,Distal tubule
SCAPER,0.001187,0.366408,Distal tubule
RERE,0.001193,0.34656,Distal tubule
PDE8A,0.002364,0.363107,Distal tubule
GMDS-AS1,0.002885,0.297903,Distal tubule
SMYD3,0.00448,0.356297,Distal tubule
CAMKMT,0.007523,0.409107,Distal tubule
JPX,0.007658,0.422585,Distal tubule
CRADD,0.008968,0.353492,Distal tubule
RAD51B,0.011828,0.411986,Distal tubule
AGAP1,0.016002,0.276853,Distal tubule
FAF1,0.018428,0.28897,Distal tubule
TNRC6A,0.021951,0.32287,Distal tubule
RHOBTB3,0.025501,0.36656,Distal tubule
TNRC6B,0.027298,0.381227,Distal tubule
FGD4,0.03306,0.297725,Distal tubule
SBF2,0.038077,0.288969,Distal tubule
MBD5,0.047414,0.306081,Distal tubule
HDAC8,0.05202,0.347095,Distal tubule
SIK3,0.112465,0.321245,Distal tubule
TTC17,0.118391,0.333292,Distal tubule
COMMD10,0.119962,0.337834,Distal tubule
TBC1D5,0.129099,0.291905,Distal tubule
RBM25,0.14874,0.369591,Distal tubule
MTR,0.150991,0.305736,Distal tubule
DST,0.189725,0.322162,Distal tubule
FAM172A,0.298972,0.33162,Distal tubule
KANSL1,0.320386,0.271132,Distal tubule
LINC00969,0.502412,0.287835,Distal tubule
AHI1,0.806041,0.302208,Distal tubule
TCF12,1,0.275596,Distal tubule
VWA8,1,0.312262,Distal tubule
QKI,1,0.354383,Distal tubule
EXOC4,1,0.261987,Distal tubule
CDKAL1,1,0.270736,Distal tubule
BRAF,1,0.295638,Distal tubule
MAN1A1,1,0.302876,Distal tubule
ZRANB2,1,0.255788,Distal tubule
NCOA1,1,0.312543,Distal tubule
SH3RF1,1,0.384745,Distal tubule
DCDC2,1,0.312482,Distal tubule
SAMD12,1,0.267126,Distal tubule
RALGAPA1,1,0.304503,Distal tubule
ITFG1,1,0.305166,Distal tubule
AP3B1,1,0.284838,Distal tubule
VPS13B,1,0.292992,Distal tubule
BCAS3,1,0.276391,Distal tubule
HIBCH,1,0.323284,Distal tubule
C14orf105,1,0.25863,Distal tubule
NFE2L2,1,0.288628,Distal tubule
ARHGAP5,1,0.267566,Distal tubule
SLC8A1,0,3.041255,Connecting tubule
LINC01099,0,2.5145,Connecting tubule
CALB1,2.06E-242,1.910928,Connecting tubule
AC013463.2,1.95E-187,1.728758,Connecting tubule
TEX41,2.27E-185,1.885387,Connecting tubule
SNTG1,9.91E-134,2.031302,Connecting tubule
PIK3C2G,3.48E-119,1.524341,Connecting tubule
PDE4D,1.32E-114,1.037973,Connecting tubule
SCN2A,1.40E-104,1.351741,Connecting tubule
CADPS2,2.05E-101,1.386252,Connecting tubule
PRKG1,1.14E-94,1.146201,Connecting tubule
DACH1,2.02E-78,1.105676,Connecting tubule
ARL15,1.14E-72,1.27154,Connecting tubule
KCNIP4,5.04E-69,1.119953,Connecting tubule
MECOM,8.92E-69,0.870392,Connecting tubule
CCSER1,7.65E-68,0.972388,Connecting tubule
ESRRG,3.11E-66,0.796265,Connecting tubule
COBLL1,3.05E-64,1.021266,Connecting tubule
WNK1,2.79E-62,1.044913,Connecting tubule
ERBB4,1.34E-61,0.736776,Connecting tubule
AC019181.2,7.57E-55,1.039417,Connecting tubule
XIST,3.75E-54,0.986172,Connecting tubule
CCDC178,4.33E-52,1.059175,Connecting tubule
PCDH7,6.80E-51,1.137287,Connecting tubule
RP11-368L12.1,1.40E-50,1.028177,Connecting tubule
BICC1,3.37E-44,0.744331,Connecting tubule
NAALADL2,7.67E-42,0.899994,Connecting tubule
MPPED2,1.07E-38,0.968302,Connecting tubule
TOX3,4.87E-37,1.087293,Connecting tubule
RP11-123O10.4,4.25E-36,0.905343,Connecting tubule
FGF13,3.23E-34,0.904993,Connecting tubule
GLIS3,8.97E-34,0.849412,Connecting tubule
DPY19L2,1.09E-33,0.925405,Connecting tubule
NR3C2,1.30E-33,0.922327,Connecting tubule
KITLG,3.28E-32,1.104976,Connecting tubule
LRP1B,2.15E-31,0.809824,Connecting tubule
BMPR1B,2.64E-29,0.810429,Connecting tubule
ADAMTS9-AS2,2.10E-28,0.73205,Connecting tubule
FRAS1,1.08E-26,0.77934,Connecting tubule
PKHD1,1.29E-26,0.490847,Connecting tubule
FHOD3,2.11E-25,0.710415,Connecting tubule
IMMP2L,1.62E-24,0.628585,Connecting tubule
MID1,8.90E-24,0.826882,Connecting tubule
DCDC2,1.09E-23,0.816939,Connecting tubule
RAD51B,1.57E-21,0.774783,Connecting tubule
GRIP1,2.50E-19,0.770164,Connecting tubule
AGBL4,7.47E-19,0.701711,Connecting tubule
GPC5,3.09E-18,0.884361,Connecting tubule
CDK6,3.09E-18,0.789941,Connecting tubule
DEFB1,3.99E-18,0.867196,Connecting tubule
DANT2,5.31E-17,0.619778,Connecting tubule
MLLT3,8.53E-17,0.768764,Connecting tubule
SPIRE1,9.30E-17,0.669209,Connecting tubule
ZNF704,4.49E-16,0.66725,Connecting tubule
TMTC2,5.07E-16,0.706934,Connecting tubule
FHIT,1.25E-15,0.418886,Connecting tubule
ATXN1,2.75E-15,0.615849,Connecting tubule
CSGALNACT1,1.32E-14,0.73836,Connecting tubule
RHOBTB3,2.76E-14,0.621251,Connecting tubule
SLIT2,3.14E-14,0.860255,Connecting tubule
KLF12,3.19E-14,0.630499,Connecting tubule
MAP4K3,4.28E-14,0.610172,Connecting tubule
NFE2L2,7.01E-14,0.645404,Connecting tubule
ATP1B1,7.31E-14,0.515121,Connecting tubule
PPARGC1A,9.59E-14,0.779491,Connecting tubule
GAREM,2.06E-13,0.665237,Connecting tubule
TRHDE,3.81E-13,0.616264,Connecting tubule
MITF,1.49E-12,0.678823,Connecting tubule
SETBP1,1.80E-12,0.513405,Connecting tubule
PCDH9,2.60E-12,0.539601,Connecting tubule
RP11-475O6.1,1.52E-11,0.58263,Connecting tubule
WSB1,1.79E-11,0.648962,Connecting tubule
MED13L,3.38E-11,0.507936,Connecting tubule
GPHN,4.04E-11,0.437298,Connecting tubule
PTPN13,4.41E-11,0.53422,Connecting tubule
LIMCH1,4.47E-11,0.547714,Connecting tubule
MYO1B,7.86E-11,0.697268,Connecting tubule
ADGRL2,3.79E-10,0.597017,Connecting tubule
RBPMS,5.73E-10,0.451896,Connecting tubule
HSD11B2,8.57E-10,0.756144,Connecting tubule
SH3RF1,9.88E-10,0.644773,Connecting tubule
BCAS3,1.88E-08,0.434887,Connecting tubule
FNDC3B,2.05E-08,0.509332,Connecting tubule
RALYL,2.33E-08,0.550584,Connecting tubule
ADK,3.80E-08,0.557502,Connecting tubule
RP11-96H19.1,3.83E-08,0.456534,Connecting tubule
FBXL17,3.91E-08,0.472332,Connecting tubule
MAPK8,4.71E-08,0.483046,Connecting tubule
C10orf11,5.57E-08,0.301332,Connecting tubule
BRE,1.94E-07,0.531684,Connecting tubule
MAML2,2.59E-07,0.458505,Connecting tubule
PTGER3,5.85E-07,0.431665,Connecting tubule
CA12,7.13E-07,0.388568,Connecting tubule
PCCA,8.69E-07,0.407428,Connecting tubule
BRAF,9.45E-07,0.479271,Connecting tubule
PTH2R,1.17E-06,0.275908,Connecting tubule
GBE1,1.54E-06,0.480967,Connecting tubule
EXOC6B,1.97E-06,0.417891,Connecting tubule
BTBD9,2.25E-06,0.445418,Connecting tubule
SMYD3,2.36E-06,0.476046,Connecting tubule
RORA,2.53E-06,0.319536,Connecting tubule
FAF1,6.94E-06,0.44359,Connecting tubule
ARHGAP6,7.09E-06,0.378117,Connecting tubule
TCF12,7.97E-06,0.454736,Connecting tubule
DYNC2H1,1.07E-05,0.501402,Connecting tubule
SPIDR,1.20E-05,0.385883,Connecting tubule
PRKCA,3.43E-05,0.437874,Connecting tubule
OSBPL3,5.82E-05,0.499455,Connecting tubule
MAPK10,6.92E-05,0.370359,Connecting tubule
EFNA5,0.000105,0.355094,Connecting tubule
EPB41L3,0.000119,0.431874,Connecting tubule
SHROOM3,0.000243,0.420388,Connecting tubule
SBF2,0.000252,0.333975,Connecting tubule
LRBA,0.000255,0.342296,Connecting tubule
LAMB1,0.000408,0.426882,Connecting tubule
WWOX,0.000797,0.251092,Connecting tubule
CD2AP,0.001183,0.43894,Connecting tubule
ITGA2,0.001196,0.463739,Connecting tubule
TRPM3,0.001379,0.302531,Connecting tubule
STARD13,0.00172,0.44085,Connecting tubule
KMT2C,0.001889,0.343032,Connecting tubule
KIAA1958,0.002266,0.425443,Connecting tubule
ITPR1,0.002337,0.48921,Connecting tubule
FNDC3A,0.00246,0.578055,Connecting tubule
SSH2,0.003433,0.482521,Connecting tubule
FAM172A,0.00453,0.35867,Connecting tubule
SCAPER,0.005484,0.352319,Connecting tubule
ANK3,0.005608,0.265908,Connecting tubule
TMEM117,0.005995,0.388025,Connecting tubule
SLC16A7,0.006358,0.430759,Connecting tubule
KAZN,0.006366,0.38046,Connecting tubule
MACROD2,0.006379,0.282368,Connecting tubule
NEBL,0.007113,0.296543,Connecting tubule
NLK,0.012169,0.389982,Connecting tubule
PPFIBP1,0.020704,0.354399,Connecting tubule
RABGAP1L,0.029671,0.296186,Connecting tubule
SIK3,0.03235,0.420286,Connecting tubule
ZFAND3,0.040504,0.314261,Connecting tubule
COL4A3,0.057824,0.408522,Connecting tubule
GULP1,0.066944,0.326837,Connecting tubule
AC004980.7,0.068611,0.356884,Connecting tubule
COMMD10,0.070384,0.30666,Connecting tubule
AUH,0.071105,0.321202,Connecting tubule
VAV3,0.074789,0.540201,Connecting tubule
RALGAPA1,0.078745,0.312831,Connecting tubule
WWTR1,0.093686,0.452004,Connecting tubule
GLS,0.101388,0.380047,Connecting tubule
LCOR,0.112195,0.404195,Connecting tubule
EXT1,0.112509,0.307892,Connecting tubule
TRAPPC9,0.114563,0.369628,Connecting tubule
DLG1,0.131278,0.309468,Connecting tubule
TANC2,0.131699,0.442072,Connecting tubule
ANKRD17,0.173101,0.342451,Connecting tubule
STK33,0.24736,0.310494,Connecting tubule
KCNJ16,0.302664,0.315766,Connecting tubule
ARID5B,0.305939,0.406026,Connecting tubule
C14orf105,0.383642,0.279908,Connecting tubule
JPX,0.402827,0.360175,Connecting tubule
SCMH1,0.435342,0.32413,Connecting tubule
TTC17,0.498358,0.330015,Connecting tubule
AHI1,0.514515,0.301625,Connecting tubule
KANSL1L,0.748264,0.285406,Connecting tubule
APBB2,0.826982,0.25113,Connecting tubule
FER,1,0.290074,Connecting tubule
RASAL2,1,0.291135,Connecting tubule
AAK1,1,0.286714,Connecting tubule
YAP1,1,0.350437,Connecting tubule
ADAM10,1,0.279292,Connecting tubule
MEF2A,1,0.284262,Connecting tubule
USP25,1,0.277419,Connecting tubule
HDAC8,1,0.304761,Connecting tubule
EIF4G3,1,0.281725,Connecting tubule
NFAT5,1,0.341187,Connecting tubule
LGR4,1,0.260732,Connecting tubule
ITFG1,1,0.273933,Connecting tubule
ITGAV,1,0.261851,Connecting tubule
ZSWIM6,1,0.257407,Connecting tubule
MAN1A1,1,0.253841,Connecting tubule
KAT6A,1,0.264442,Connecting tubule
PPP1R9A,1,0.314602,Connecting tubule
GNAQ,1,0.30913,Connecting tubule
ARFGEF1,1,0.283782,Connecting tubule
TOX,1,0.35572,Connecting tubule
CAMKMT,1,0.252386,Connecting tubule
UBE3A,1,0.295099,Connecting tubule
ADAMTS9,1,0.277317,Connecting tubule
ZCCHC7,1,0.274878,Connecting tubule
AQP2,0,2.719795,Principal cells
AQP3,0,1.969362,Principal cells
FXYD4,0,1.912232,Principal cells
ST6GAL1,0,1.822283,Principal cells
PAPPA,0,1.659968,Principal cells
KRT19,0,1.625873,Principal cells
PWRN1,0,1.527572,Principal cells
HSD11B2,0,1.516314,Principal cells
TOX,0,1.36259,Principal cells
TGFBR1,0,1.298329,Principal cells
SLC38A1,0,1.275359,Principal cells
BMPR1B,0,1.236777,Principal cells
ID1,0,1.236636,Principal cells
WFDC2,0,1.219664,Principal cells
TMSB4X,0,1.2134,Principal cells
TSPAN1,0,1.206319,Principal cells
RALBP1,0,1.180859,Principal cells
GATA3,0,1.174984,Principal cells
ATHL1,0,1.16642,Principal cells
MNS1,0,1.143673,Principal cells
BTG2,0,1.132244,Principal cells
KITLG,0,1.097984,Principal cells
PIK3C2G,0,1.030161,Principal cells
C1orf168,0,1.018801,Principal cells
MECOM,0,0.789806,Principal cells
RASD1,2.36E-294,1.072484,Principal cells
CD24,1.76E-283,0.862576,Principal cells
AC013463.2,3.26E-281,0.726169,Principal cells
CTSH,1.35E-272,1.003851,Principal cells
MMP7,2.19E-270,1.068559,Principal cells
PDK4,1.18E-258,1.072617,Principal cells
GSTP1,2.23E-241,0.885004,Principal cells
CDH16,2.51E-231,0.898259,Principal cells
PRDX1,5.11E-220,0.94848,Principal cells
EPCAM,4.79E-210,0.841116,Principal cells
DUSP6,1.31E-208,0.913507,Principal cells
KRT8,1.05E-204,0.90671,Principal cells
RBBP8,7.30E-199,0.881686,Principal cells
C11orf80,1.95E-198,0.859543,Principal cells
SLC16A5,2.65E-198,0.848195,Principal cells
PLEKHA2,6.92E-195,0.780321,Principal cells
CD9,4.40E-192,0.793521,Principal cells
ACTG1,7.92E-191,0.709273,Principal cells
ASAH1,1.43E-190,0.860313,Principal cells
DUSP1,5.47E-185,0.867892,Principal cells
STIM2,4.14E-183,0.874315,Principal cells
PRKAG2,2.18E-180,0.884947,Principal cells
ITM2B,9.56E-178,0.697699,Principal cells
GDF15,2.36E-177,0.806381,Principal cells
PTBP3,2.25E-175,0.766249,Principal cells
HSP90AA1,3.63E-172,0.540819,Principal cells
TMBIM6,5.73E-171,0.764088,Principal cells
AIF1L,3.08E-170,0.813594,Principal cells
GSTM3,1.46E-169,0.833931,Principal cells
H3F3B,3.66E-169,0.684955,Principal cells
TPM4,5.02E-168,0.760005,Principal cells
PFKFB3,7.35E-168,0.732005,Principal cells
CYB5A,4.90E-164,0.837641,Principal cells
BAG1,1.22E-163,0.795799,Principal cells
MAL2,5.92E-156,0.772929,Principal cells
MYH10,6.31E-155,0.720182,Principal cells
CLU,1.27E-154,0.722689,Principal cells
THSD7A,3.57E-154,0.643095,Principal cells
RPL3,5.92E-153,0.634435,Principal cells
MYL12B,1.20E-150,0.752203,Principal cells
MAN1A1,2.83E-150,0.760832,Principal cells
HACD3,1.58E-149,0.780831,Principal cells
HSP90B1,1.80E-149,0.638286,Principal cells
SGPP1,1.59E-148,0.723684,Principal cells
EEF1A1,1.79E-144,0.622507,Principal cells
CYSTM1,6.82E-144,0.748231,Principal cells
RPL19,9.18E-131,0.636272,Principal cells
NDRG1,8.15E-130,0.737154,Principal cells
RPL7,1.45E-129,0.660955,Principal cells
ATP6V0E1,1.34E-127,0.688862,Principal cells
SOD1,3.47E-127,0.688127,Principal cells
SLC44A1,1.45E-125,0.693724,Principal cells
MYO1B,7.01E-124,0.655658,Principal cells
SCIN,2.33E-123,0.682235,Principal cells
RTN4,3.36E-121,0.598598,Principal cells
MYL6,9.18E-120,0.635039,Principal cells
SRP14,1.00E-119,0.673874,Principal cells
RPL10,1.20E-118,0.608554,Principal cells
UBB,2.13E-118,0.684494,Principal cells
B2M,2.77E-118,0.556015,Principal cells
PTPN13,8.50E-115,0.567394,Principal cells
RPS6,1.74E-114,0.508278,Principal cells
GAPDH,5.51E-114,0.637065,Principal cells
RPS4X,9.66E-114,0.609204,Principal cells
PEBP1,2.04E-113,0.518599,Principal cells
KRT18,5.60E-113,0.588761,Principal cells
RPLP0,8.30E-112,0.568645,Principal cells
CD164,7.83E-111,0.678426,Principal cells
PDE1A,1.42E-110,0.439617,Principal cells
RPL13,3.65E-110,0.481804,Principal cells
PLCL2,4.32E-108,0.659329,Principal cells
NGFRAP1,5.01E-106,0.638873,Principal cells
TACSTD2,2.36E-105,0.593292,Principal cells
PDE10A,1.12E-104,0.847633,Principal cells
MYL12A,1.20E-103,0.645028,Principal cells
RPS2,9.16E-102,0.546507,Principal cells
ADGRG1,1.42E-100,0.621158,Principal cells
