gene symbol,p_val_adj,avg_logFC,cell type
MT-CO1,4.92E-117,0.719591111,Distal tubule
MT-CO2,1.41E-187,0.794172311,Principal cells
MT-CO2,8.96E-28,0.444545879,Descending loop of Henle
MT-CO2,1.40E-115,0.692378147,Intercalated cells
MT-CO2,1.20E-75,0.901122699,Thick ascending loop of Henle
MT-CO2,2.11E-111,0.696463271,Connecting tubule
MT-CO2,2.11E-111,0.696463271,Distal tubule
MT-CO3,7.44E-145,0.640080585,Principal cells
MT-CO3,3.10E-17,0.332584269,Descending loop of Henle
MT-CO3,4.19E-95,0.588528047,Intercalated cells
MT-CO3,6.72E-79,0.856926663,Thick ascending loop of Henle
MT-CO3,1.71E-106,0.684971636,Connecting tubule
MT-CO3,1.71E-106,0.684971636,Distal tubule
MT-CYB,1.86E-71,0.401467886,Principal cells
MT-CYB,1.72E-35,0.321610049,Intercalated cells
MT-CYB,5.01E-42,0.544542713,Thick ascending loop of Henle
MT-CYB,2.43E-49,0.415266864,Connecting tubule
MT-CYB,2.43E-49,0.415266864,Distal tubule
MT-ND1,5.87E-117,0.611144153,Principal cells
MT-ND1,1.97E-119,0.764426458,Intercalated cells
MT-ND1,8.92E-71,0.883088615,Thick ascending loop of Henle
MT-ND1,7.54E-95,0.706619987,Connecting tubule
MT-ND1,7.54E-95,0.706619987,Distal tubule
MT-ND2,1.16E-22,0.318627132,Intercalated cells
MT-ND2,1.12E-13,0.295290396,Thick ascending loop of Henle
MT-ND2,1.34E-21,0.285078119,Connecting tubule
MT-ND2,1.34E-21,0.285078119,Distal tubule
MT-ND3,2.40E-06,0.251505055,Intercalated cells
MT-ND3,4.70E-19,0.295917515,Connecting tubule
MT-ND3,4.70E-19,0.295917515,Distal tubule
MT-ND4,2.31E-110,0.552761525,Principal cells
MT-ND4,1.37E-10,0.264032677,Descending loop of Henle
MT-ND4,9.19E-62,0.434926142,Intercalated cells
MT-ND4,9.82E-48,0.606641974,Thick ascending loop of Henle
MT-ND4,1.09E-68,0.518800575,Connecting tubule
MT-ND4,1.09E-68,0.518800575,Distal tubule
MT-ND4L,1.15E-121,0.897029847,Principal cells
MT-ND4L,8.57E-16,0.4480507,Descending loop of Henle
MT-ND4L,4.80E-48,0.522930287,Intercalated cells
MT-ND4L,9.56E-29,0.739062312,Thick ascending loop of Henle
MT-ND4L,1.70E-89,0.872150843,Connecting tubule
MT-ND4L,1.36E-10,0.250969153,Thin ascending loop of Henle
MT-ND4L,1.70E-89,0.872150843,Distal tubule
MT-ND5,2.45E-135,0.890701252,Principal cells
MT-ND5,4.97E-19,0.456036013,Descending loop of Henle
MT-ND5,5.45E-68,0.568422143,Intercalated cells
MT-ND5,1.81E-40,0.736062884,Thick ascending loop of Henle
MT-ND5,9.90E-95,0.767379654,Connecting tubule
MT-ND5,9.90E-95,0.767379654,Distal tubule
MT-ND6,3.72E-33,0.468373198,Principal cells
MT-ND6,3.43E-52,0.471992461,Intercalated cells
MT-ND6,8.13E-25,0.739863065,Thick ascending loop of Henle
MT-ND6,2.89E-49,0.598069523,Connecting tubule
MT-ND6,4.19E-08,0.26945232,Thin ascending loop of Henle
MT-ND6,2.89E-49,0.598069523,Distal tubule
MT1A,1.92E-284,0.951742046,Proximal tubule
MT1A,1,1.648186481,Interstitium / Fibroblasts
MT1E,0,1.728811533,Proximal tubule
MT1E,6.47E-27,0.84338818,Descending loop of Henle
MT1F,0,2.370432727,Proximal tubule
MT1F,2.18E-17,0.34352574,Descending loop of Henle
MT1G,0,3.454825961,Proximal tubule
MT1H,0,3.037232774,Proximal tubule
MT1HL1,0,1.366958802,Proximal tubule
MT1M,2.52E-25,0.693682274,Descending loop of Henle
MT1M,7.06E-85,1.428910383,Mesangial cell
MT1M,2.71E-06,1.294117419,Interstitium / Fibroblasts
MT1M,1.22E-88,1.352720962,Glomerular endothelial
MT1M,8.82E-08,0.679044045,Descending vasa recta
MT1M,1.28E-21,1.099553899,Ascending vasa recta
MT1M,7.06E-85,1.428910383,Vascular smooth muscle cells / pericytes
MT1X,0,2.234818225,Proximal tubule
MT1X,9.29E-12,0.585989613,Descending loop of Henle
MT2A,1.72E-290,0.683622524,Proximal tubule
MT2A,3.20E-25,0.754038913,Descending loop of Henle
MT2A,4.79E-65,1.221313117,Mesangial cell
MT2A,1.50E-74,1.025043602,Glomerular endothelial
MT2A,1.26E-09,0.645270709,Descending vasa recta
MT2A,4.94E-11,0.850558823,Ascending vasa recta
MT2A,4.79E-65,1.221313117,Vascular smooth muscle cells / pericytes
MTCH1,1,0.333848529,Descending vasa recta
MTCH2,2.32E-182,0.931278214,Proximal tubule
MTDH,3.00E-27,0.486023261,Monocyte
MTDH,1,0.293863854,Podocyte
MTDH,1,0.397779305,Interstitium / Fibroblasts
MTDH,1,0.422792946,Glomerular endothelial
MTDH,0.355967949,0.31982231,Descending vasa recta
MTHFD2,5.29E-253,1.474175073,Mesangial cell
MTHFD2,5.29E-253,1.474175073,Vascular smooth muscle cells / pericytes
MTHFD2L,1.49E-20,0.305360201,Principal cells
MTHFS,1.17E-132,0.809163776,Proximal tubule
MTIF3,3.24E-61,0.608815184,Proximal tubule
MTPN,1.64E-82,0.883427926,Macrophage
MTRNR2L1,1.95E-07,0.648589271,Monocyte
MTRNR2L1,1.33E-18,1.363876075,Podocyte
MTRNR2L1,6.86E-16,1.992116715,Interstitium / Fibroblasts
MTRNR2L10,3.96E-11,0.263945124,Monocyte
MTRNR2L10,2.66E-05,0.411384551,Podocyte
MTRNR2L10,0.017734331,0.792228816,Interstitium / Fibroblasts
MTRNR2L10,2.62E-07,0.701363946,Glomerular endothelial
MTRNR2L10,6.44E-12,0.797177443,Ascending vasa recta
MTRNR2L12,6.37E-05,0.31334243,Monocyte
MTRNR2L12,1,0.358000042,Podocyte
MTRNR2L12,0.016180528,0.962017522,Interstitium / Fibroblasts
MTRNR2L12,1,0.432749289,Glomerular endothelial
MTRNR2L12,0.006084627,0.554101539,Ascending vasa recta
MTRNR2L2,2.20E-19,0.341239113,Intercalated cells
MTRNR2L2,0.039628284,0.69404111,Interstitium / Fibroblasts
MTRNR2L8,0.000144224,0.295140328,Monocyte
MTRNR2L8,0.012147949,0.446926698,Podocyte
MTRNR2L8,1,0.568624609,Interstitium / Fibroblasts
MTRNR2L8,2.08E-05,0.719453813,Glomerular endothelial
MTRNR2L8,3.76E-12,0.861930876,Ascending vasa recta
MTSS1,5.06E-74,0.743269102,Macrophage
MTSS1,6.07E-37,0.807007447,Podocyte
MTSS1,3.23E-48,1.105858071,Glomerular endothelial
MTURN,5.63E-93,1.07861586,Thick ascending loop of Henle
MTURN,9.36E-61,0.462634305,Connecting tubule
MTURN,1.92E-56,0.626856868,Thin ascending loop of Henle
MTURN,9.36E-61,0.462634305,Distal tubule
MTUS1,4.87E-05,0.454284564,Interstitium / Fibroblasts
MTUS1,1.64E-42,0.859813718,Glomerular endothelial
MTUS1,2.96E-88,1.178205481,Descending vasa recta
MTUS1,2.47E-17,0.71485027,Ascending vasa recta
MTX2,1.31E-23,0.305017408,Connecting tubule
MTX2,1.31E-23,0.305017408,Distal tubule
MUC1,2.89E-208,1.068866542,Principal cells
MUC1,7.70E-111,0.527344122,Intercalated cells
MUC1,3.31E-60,0.843992631,Thick ascending loop of Henle
MUC1,1.34E-88,0.691997206,Connecting tubule
MUC1,1.24E-221,1.467054956,Thin ascending loop of Henle
MUC1,1.34E-88,0.691997206,Distal tubule
MUC15,3.66E-83,0.767220226,Thick ascending loop of Henle
MUM1,4.21E-21,0.742821197,Podocyte
MXD4,3.17E-08,0.457857946,Podocyte
MXD4,4.57E-18,0.277163883,Thin ascending loop of Henle
MXD4,5.90E-20,0.755935746,Glomerular endothelial
MXRA5,9.50E-14,0.451097793,Interstitium / Fibroblasts
MXRA7,0.000660381,0.418581043,Interstitium / Fibroblasts
MXRA8,0,1.745930319,Podocyte
MXRA8,3.90E-98,1.244530873,Interstitium / Fibroblasts
MYADM,1.98E-09,0.56227923,Interstitium / Fibroblasts
MYC,5.95E-31,1.193290386,Interstitium / Fibroblasts
MYCBP2,0.388465377,0.318769172,Interstitium / Fibroblasts
MYCT1,1.52E-247,1.181506987,Glomerular endothelial
MYEOV2,8.53E-17,0.309485878,Proximal tubule
MYH10,6.83E-100,0.650910621,Principal cells
MYH11,0,2.574609074,Mesangial cell
MYH11,0,2.574609074,Vascular smooth muscle cells / pericytes
MYH9,7.48E-57,1.44517493,Podocyte
MYH9,4.30E-20,0.66139483,Mesangial cell
MYH9,2.92E-11,0.638976283,Glomerular endothelial
MYH9,5.53E-24,0.869437261,Descending vasa recta
MYH9,0.884729417,0.512116846,Ascending vasa recta
MYH9,4.30E-20,0.66139483,Vascular smooth muscle cells / pericytes
MYL12A,3.34E-12,0.288160722,Macrophage
MYL12A,1.02E-175,0.678324999,T cells
MYL12A,3.34E-05,0.420929885,Descending vasa recta
MYL12A,3.42E-08,0.55460961,Ascending vasa recta
MYL12B,2.35E-09,0.411008036,Glomerular endothelial
MYL12B,0.004246487,0.360557651,Descending vasa recta
MYL12B,1,0.301153333,Ascending vasa recta
MYL6,0.000833402,0.289369286,Podocyte
MYL6,7.23E-59,0.879868812,Mesangial cell
MYL6,7.23E-59,0.879868812,Vascular smooth muscle cells / pericytes
MYL6B,1.37E-41,0.470137675,Principal cells
MYL6B,1.33E-15,0.422202016,Descending loop of Henle
MYL6B,2.01E-11,0.448023162,Thick ascending loop of Henle
MYL6B,7.16E-14,0.317327446,Thin ascending loop of Henle
MYL9,1.47E-186,2.267794826,Podocyte
MYL9,0,2.910758836,Mesangial cell
MYL9,3.51E-08,0.430136653,Interstitium / Fibroblasts
MYL9,0,2.910758836,Vascular smooth muscle cells / pericytes
MYLIP,6.06E-05,0.352801124,Podocyte
MYLK,9.57E-29,0.431151943,Descending loop of Henle
MYLK,1.84E-41,0.808510901,Podocyte
MYLK,1.01E-204,1.472157721,Mesangial cell
MYLK,5.14E-55,0.888921117,Glomerular endothelial
MYLK,1.01E-204,1.472157721,Vascular smooth muscle cells / pericytes
MYO1B,4.99E-176,0.810411433,Principal cells
MYO1B,7.55E-92,0.536080841,Connecting tubule
MYO1B,6.18E-31,0.859234951,Podocyte
MYO1B,7.55E-92,0.536080841,Distal tubule
MYO1C,7.21E-26,0.714506677,Podocyte
MYO1C,7.11E-26,0.58328596,Mesangial cell
MYO1C,3.21E-58,1.013188089,Glomerular endothelial
MYO1C,7.11E-26,0.58328596,Vascular smooth muscle cells / pericytes
MYO1E,6.56E-32,0.715590656,Podocyte
MYO1F,3.73E-115,0.797646412,Macrophage
MYO1F,1.68E-100,0.62483905,Monocyte
MYO1G,5.28E-185,0.843285622,Macrophage
MYO6,2.44E-83,0.709598995,Principal cells
MYO6,1.56E-10,0.335279811,Descending loop of Henle
MYO6,7.52E-29,0.327706024,Connecting tubule
MYO6,1.31E-28,0.443441027,Thin ascending loop of Henle
MYO6,0.004665683,0.468284521,Glomerular endothelial
MYO6,7.52E-29,0.327706024,Distal tubule
MYO9A,5.27E-27,0.489112565,Thick ascending loop of Henle
MYO9A,3.77E-51,0.508147104,Thin ascending loop of Henle
MZT2A,2.10E-10,0.272055334,T cells
MZT2B,1.75E-13,0.408429282,Descending loop of Henle
MZT2B,1.02E-06,0.265519607,Thin ascending loop of Henle
N4BP2L2,5.29E-05,0.276085672,Descending loop of Henle
N4BP2L2,0.034250407,0.268366005,Thick ascending loop of Henle
N4BP2L2,1.11E-09,0.563321218,Podocyte
N4BP2L2,6.41E-21,0.431394807,Thin ascending loop of Henle
N4BP2L2,7.34E-26,0.704887104,Glomerular endothelial
N4BP2L2,0.15636681,0.401784694,Descending vasa recta
N4BP2L2,3.13E-12,0.730949166,Ascending vasa recta
NAA10,0.003349329,0.448680957,Descending vasa recta
NAA10,1,0.385165707,Ascending vasa recta
NAA38,7.93E-11,0.318164131,Macrophage
NAAA,4.75E-21,0.512976232,Thick ascending loop of Henle
NAAA,1.76E-138,1.058514657,Macrophage
NABP1,1.39E-142,0.733053909,T cells
NACA,1.77E-99,0.39785016,Proximal tubule
NACA,2.64E-33,0.456430267,Macrophage
NACA2,2.65E-45,0.497365887,Proximal tubule
NACA2,2.09E-22,0.407589345,Macrophage
NACA2,9.68E-22,0.266446292,T cells
NAGA,8.44E-73,0.406767574,Monocyte
NAGK,2.61E-43,0.497196472,Macrophage
NAGK,1.92E-21,0.26771988,Monocyte
NAMPT,2.62E-219,1.222157769,Macrophage
NAP1L1,2.12E-99,1.259158058,Macrophage
NAP1L1,1.32E-27,0.537714626,Monocyte
NAP1L1,1.56E-58,0.390059719,T cells
NAPA,1.59E-18,0.302715658,Principal cells
NAPA,3.58E-21,0.352756395,Connecting tubule
NAPA,0.021411401,0.284934794,Podocyte
NAPA,3.58E-21,0.352756395,Distal tubule
NAPEPLD,7.76E-19,0.61130861,Podocyte
NARS,1,0.2682548,Proximal tubule
NARS,0.000951806,0.276383641,Thick ascending loop of Henle
NASP,2.00E-33,0.438212655,Principal cells
NAT8,0,2.06968781,Proximal tubule
NAV2,6.92E-40,0.546268039,Thick ascending loop of Henle
NBEAL1,3.76E-13,0.342685239,Macrophage
NBEAL1,1.57E-19,0.455571041,Monocyte
NBEAL1,4.68E-124,0.563949948,T cells
NBL1,2.88E-191,0.871808811,Principal cells
NBL1,7.53E-29,0.524509071,Descending loop of Henle
NBL1,1.69E-23,0.964811531,Interstitium / Fibroblasts
NCALD,8.54E-26,0.801704707,Interstitium / Fibroblasts
NCF1,3.30E-90,0.616559507,Monocyte
NCF1,0,0.909599954,T cells
NCF2,0,1.031558191,Macrophage
NCF4,1.67E-151,0.458673807,Monocyte
NCKAP1,2.38E-05,0.439534469,Descending vasa recta
NCL,0.936360276,0.28042081,Mesangial cell
NCL,1,0.25408355,Descending vasa recta
NCL,0.936360276,0.28042081,Vascular smooth muscle cells / pericytes
NCOA4,2.00E-21,0.333388381,Monocyte
NCOA7,2.91E-44,0.315886408,Intercalated cells
NCOA7,8.10E-13,0.283150066,Thin ascending loop of Henle
NCOA7,1.85E-11,0.727903306,Glomerular endothelial
NCOA7,9.58E-21,1.026623346,Ascending vasa recta
NCOR1,1,0.301900047,Descending vasa recta
NDFIP1,4.42E-27,0.280885787,Intercalated cells
NDFIP1,0.001187003,0.292986957,Thick ascending loop of Henle
NDFIP1,3.02E-20,0.359178893,Connecting tubule
NDFIP1,1,0.265692544,Podocyte
NDFIP1,3.02E-20,0.359178893,Distal tubule
NDN,1.24E-45,0.648552016,Podocyte
NDN,5.90E-24,0.788912404,Interstitium / Fibroblasts
NDNF,0,1.856178427,Podocyte
NDRG1,3.02E-174,1.144302331,Principal cells
NDRG1,6.88E-65,0.655859036,Connecting tubule
NDRG1,0.136668273,0.293158291,Podocyte
NDRG1,1,0.281924657,Ascending vasa recta
NDRG1,6.88E-65,0.655859036,Distal tubule
NDRG2,4.64E-47,0.784529174,Thick ascending loop of Henle
NDRG2,3.13E-28,0.311107965,Connecting tubule
NDRG2,3.46E-18,0.270591002,Monocyte
NDRG2,1.55E-70,1.347282866,Podocyte
NDRG2,1.59E-05,0.425817242,Mesangial cell
NDRG2,1.59E-05,0.425817242,Vascular smooth muscle cells / pericytes
NDRG2,3.13E-28,0.311107965,Distal tubule
NDUFA1,1.66E-106,0.422689974,Proximal tubule
NDUFA1,1.38E-51,0.43323691,Intercalated cells
NDUFA1,1.48E-19,0.47314773,Thick ascending loop of Henle
NDUFA1,2.34E-34,0.38664988,Connecting tubule
NDUFA1,2.34E-34,0.38664988,Distal tubule
NDUFA10,1.02E-05,0.314219313,Proximal tubule
NDUFA11,2.37E-20,0.326599307,Proximal tubule
NDUFA11,2.54E-08,0.310039017,Thick ascending loop of Henle
NDUFA12,9.58E-57,0.454907407,Intercalated cells
NDUFA12,0.313695985,0.252920336,Thick ascending loop of Henle
NDUFA13,1.16E-13,0.269513227,Principal cells
NDUFA13,1.12E-19,0.29927275,Intercalated cells
NDUFA13,6.83E-13,0.466655479,Thick ascending loop of Henle
NDUFA13,5.06E-18,0.353486391,Connecting tubule
NDUFA13,5.06E-18,0.353486391,Distal tubule
NDUFA2,1.24E-188,0.772120165,Proximal tubule
NDUFA3,4.55E-22,0.316827143,Proximal tubule
NDUFA3,9.26E-19,0.279060359,Principal cells
NDUFA3,2.64E-25,0.33019059,Intercalated cells
NDUFA3,6.93E-18,0.52176815,Thick ascending loop of Henle
NDUFA3,9.15E-21,0.401060346,Connecting tubule
NDUFA3,9.15E-21,0.401060346,Distal tubule
NDUFA4,5.31E-99,0.567431288,Intercalated cells
NDUFA4,1.72E-17,0.477380292,Thick ascending loop of Henle
NDUFA4,1.40E-70,0.591014792,Connecting tubule
NDUFA4,1.40E-70,0.591014792,Distal tubule
NDUFA4L2,0,1.993450858,Mesangial cell
NDUFA4L2,0,1.993450858,Vascular smooth muscle cells / pericytes
NDUFA5,1.85E-116,0.567834291,Proximal tubule
NDUFA5,4.61E-35,0.366483812,Intercalated cells
NDUFA6,2.78E-57,0.530534132,Intercalated cells
NDUFA6,0.000349484,0.254539823,Thick ascending loop of Henle
NDUFA6,1.96E-26,0.365215868,Connecting tubule
NDUFA6,1.96E-26,0.365215868,Distal tubule
NDUFA7.1,6.82E-38,0.26896157,Intercalated cells
NDUFA8,6.37E-47,0.38488458,Intercalated cells
NDUFA8,0.000381063,0.268227882,Thick ascending loop of Henle
NDUFA8,1.47E-19,0.278757182,Connecting tubule
NDUFA8,1.47E-19,0.278757182,Distal tubule
NDUFAB1,1.41E-52,0.530859642,Proximal tubule
NDUFAF3,5.43E-58,0.561964155,Proximal tubule
NDUFB1,9.52E-154,0.594390529,Proximal tubule
NDUFB1,8.95E-37,0.308315559,Intercalated cells
NDUFB1,4.93E-06,0.279922678,Thick ascending loop of Henle
NDUFB1,3.21E-22,0.329723852,Connecting tubule
NDUFB1,3.21E-22,0.329723852,Distal tubule
NDUFB10,1.43E-36,0.461709985,Proximal tubule
NDUFB11,1.12E-21,0.289801964,Intercalated cells
NDUFB11,5.51E-05,0.368737002,Thick ascending loop of Henle
NDUFB2,1.91E-164,0.602222142,Proximal tubule
NDUFB2,1.51E-54,0.433624141,Intercalated cells
NDUFB2,1.60E-24,0.326535409,Connecting tubule
NDUFB2,1.60E-24,0.326535409,Distal tubule
NDUFB3,3.18E-83,0.588603033,Proximal tubule
NDUFB3,0.017196896,0.262737374,Thick ascending loop of Henle
NDUFB4,6.15E-65,0.446341858,Proximal tubule
NDUFB4,2.45E-06,0.277963337,Thick ascending loop of Henle
NDUFB5,1.23E-68,0.576954917,Proximal tubule
NDUFB6,5.37E-40,0.51470696,Proximal tubule
NDUFB7,8.25E-38,0.411507499,Proximal tubule
NDUFB7,4.67E-08,0.361642584,Thick ascending loop of Henle
NDUFB7,1.67E-15,0.311522238,Connecting tubule
NDUFB7,1.67E-15,0.311522238,Distal tubule
NDUFB8.1,3.36E-69,0.50466343,Proximal tubule
NDUFB9,2.89E-37,0.383284094,Intercalated cells
NDUFB9,6.09E-20,0.628681239,Thick ascending loop of Henle
NDUFB9,2.67E-33,0.486686291,Connecting tubule
NDUFB9,2.67E-33,0.486686291,Distal tubule
NDUFC1,9.15E-244,0.834563118,Proximal tubule
NDUFC2,2.92E-74,0.625979962,Intercalated cells
NDUFC2,3.85E-16,0.547564372,Thick ascending loop of Henle
NDUFC2,7.20E-13,0.301676752,Connecting tubule
NDUFC2,7.20E-13,0.301676752,Distal tubule
NDUFS1,8.98E-09,0.291247126,Thick ascending loop of Henle
NDUFS3,2.06E-11,0.346085384,Proximal tubule
NDUFS3,0.000336723,0.268415591,Thick ascending loop of Henle
NDUFS4,3.53E-11,0.342278247,Proximal tubule
NDUFS5,3.53E-54,0.373059601,Proximal tubule
NDUFS5,1.31E-48,0.440426614,Intercalated cells
NDUFS6,9.38E-58,0.525697802,Proximal tubule
NDUFS6,1.51E-11,0.426189311,Thick ascending loop of Henle
NDUFS7,6.48E-56,0.597945902,Proximal tubule
NDUFS8,7.33E-42,0.489324329,Proximal tubule
NDUFS8,7.76E-25,0.316358953,Intercalated cells
NDUFV1,1.83E-69,0.698296503,Proximal tubule
NDUFV2,1.34E-128,0.727562761,Proximal tubule
NDUFV3,5.29E-29,0.462141499,Proximal tubule
NEAT1,1.06E-137,0.823611564,Principal cells
NEAT1,4.68E-33,0.611170045,Descending loop of Henle
NEAT1,2.76E-11,0.311344125,Thick ascending loop of Henle
NEAT1,1.07E-23,0.26975134,Connecting tubule
NEAT1,1.70E-94,1.022522358,Macrophage
NEAT1,5.79E-10,0.574268378,Podocyte
NEAT1,5.94E-29,0.405324558,Thin ascending loop of Henle
NEAT1,6.64E-63,0.850810768,Glomerular endothelial
NEAT1,4.05E-25,0.61573062,Descending vasa recta
NEAT1,1.41E-19,0.629627646,Ascending vasa recta
NEAT1,1.07E-23,0.26975134,Distal tubule
NEBL,6.61E-179,1.49679759,Podocyte
NECAB1,0,1.308258478,Podocyte
NEDD4L,5.69E-244,0.802176519,Intercalated cells
NEDD8,5.79E-15,0.30874713,Proximal tubule
NEDD9,1.10E-15,0.338242257,Descending loop of Henle
NEDD9,5.60E-12,0.555445066,Podocyte
NEDD9,4.56E-22,0.679201275,Glomerular endothelial
NEDD9,2.63E-24,0.653623281,Descending vasa recta
NEGR1,5.56E-151,0.732109106,Interstitium / Fibroblasts
NENF,3.62E-23,0.367175653,Principal cells
NENF,1,0.263697473,Mesangial cell
NENF,0.01158152,0.560083607,Interstitium / Fibroblasts
NENF,1,0.263697473,Vascular smooth muscle cells / pericytes
NES,1.23E-235,1.52078231,Podocyte
NES,1.65E-81,0.692146943,Mesangial cell
NES,3.11E-146,1.072436905,Descending vasa recta
NES,1.65E-81,0.692146943,Vascular smooth muscle cells / pericytes
NET1,5.20E-48,0.781021379,Mesangial cell
NET1,5.20E-48,0.781021379,Vascular smooth muscle cells / pericytes
NEXN,1.43E-193,0.871572521,Mesangial cell
NEXN,4.97E-25,0.415484449,Interstitium / Fibroblasts
NEXN,1.43E-193,0.871572521,Vascular smooth muscle cells / pericytes
NF1,0.055900365,0.388889275,Interstitium / Fibroblasts
NFASC,5.62E-265,1.619442762,Podocyte
NFAT5,1.71E-67,0.701202937,Principal cells
NFAT5,7.87E-22,0.288116908,Connecting tubule
NFAT5,5.90E-13,0.341101223,Thin ascending loop of Henle
NFAT5,7.87E-22,0.288116908,Distal tubule
NFATC3,1.36E-15,0.348610546,Thin ascending loop of Henle
NFE2L1,1.93E-18,0.287240708,Principal cells
NFE2L1,1.96E-21,0.486861268,Descending loop of Henle
NFE2L1,3.06E-14,0.45147312,Thick ascending loop of Henle
NFE2L1,2.23E-11,0.648359125,Podocyte
NFE2L1,9.17E-15,0.346883575,Thin ascending loop of Henle
NFE2L2,7.60E-22,0.291265062,Principal cells
NFE2L2,9.66E-198,1.429015154,Connecting tubule
NFE2L2,0.296644722,0.615704734,Interstitium / Fibroblasts
NFE2L2,9.66E-198,1.429015154,Distal tubule
NFIA,7.32E-26,0.476412871,Descending loop of Henle
NFIA,2.11E-10,0.478776972,Mesangial cell
NFIA,1.23E-08,0.727358309,Interstitium / Fibroblasts
NFIA,0.000437469,0.502371548,Ascending vasa recta
NFIA,2.11E-10,0.478776972,Vascular smooth muscle cells / pericytes
NFIB,3.82E-09,0.258506558,Descending loop of Henle
NFIB,0.020098383,0.289157897,Mesangial cell
NFIB,4.40E-10,0.888414656,Interstitium / Fibroblasts
NFIB,2.80E-07,0.73531521,Ascending vasa recta
NFIB,0.020098383,0.289157897,Vascular smooth muscle cells / pericytes
NFIC,7.37E-06,0.252543596,Descending loop of Henle
NFIC,5.35E-21,0.824991471,Podocyte
NFIC,3.13E-14,0.343437362,Thin ascending loop of Henle
NFIC,1.38E-05,0.417875005,Mesangial cell
NFIC,0.019225737,0.445419045,Interstitium / Fibroblasts
NFIC,1.38E-05,0.417875005,Vascular smooth muscle cells / pericytes
NFIX,5.98E-21,0.451571321,Interstitium / Fibroblasts
NFKBIA,3.82E-18,0.399248256,Monocyte
NFKBIA,5.81E-117,0.8537427,T cells
NFKBIA,1,0.511802405,Interstitium / Fibroblasts
NFKBIA,7.06E-27,0.728535586,Glomerular endothelial
NFKBIA,8.71E-10,0.517279957,Descending vasa recta
NFKBIA,1.03E-08,0.510052758,Ascending vasa recta
NFKBIZ,8.08E-99,0.91001178,Principal cells
NFKBIZ,5.98E-63,0.683903011,Macrophage
NFKBIZ,1,0.36612866,Interstitium / Fibroblasts
NFYB,0.000257512,0.345871661,Interstitium / Fibroblasts
NGF,1.38E-123,0.395237901,Interstitium / Fibroblasts
NGFRAP1,1.90E-88,0.668194102,Principal cells
NGFRAP1,4.00E-07,0.265403,Descending loop of Henle
NGFRAP1,1.61E-42,0.747645114,Thick ascending loop of Henle
NGFRAP1,2.72E-59,0.583732243,Connecting tubule
NGFRAP1,1.64E-10,0.553378635,Podocyte
NGFRAP1,2.87E-19,0.317932048,Thin ascending loop of Henle
NGFRAP1,2.72E-59,0.583732243,Distal tubule
NHLRC3,0.002771975,0.377555778,Podocyte
NHLRC3,1.08E-18,0.319880094,Thin ascending loop of Henle
NHP2L1,3.08E-24,0.261126546,Intercalated cells
NHSL1,4.26E-06,0.445591427,Interstitium / Fibroblasts
NID1,2.90E-29,0.430673325,Interstitium / Fibroblasts
NINJ1,0.00387603,0.260334657,Thick ascending loop of Henle
NIT2,0,1.23250833,Proximal tubule
NKTR,4.20E-14,0.293313429,T cells
NKTR,7.84E-34,0.969000152,Glomerular endothelial
NKTR,1.39E-08,0.635884542,Descending vasa recta
NKTR,3.32E-18,0.839398778,Ascending vasa recta
NLRP1,1.27E-87,0.962800297,Podocyte
NME3,5.57E-17,0.341021008,Principal cells
NME3,4.31E-06,0.319919375,Descending loop of Henle
NME3,1,0.293502459,Mesangial cell
NME3,1,0.293502459,Vascular smooth muscle cells / pericytes
NME4,4.06E-11,0.364179665,Thick ascending loop of Henle
NME4,1,0.282052162,Interstitium / Fibroblasts
NMT1,2.04E-24,0.391247108,Principal cells
NMT1,3.39E-14,0.346852843,Descending loop of Henle
NMT1,3.88E-23,0.431316913,Thin ascending loop of Henle
NNMT,1.23E-180,1.185693232,Thin ascending loop of Henle
NNMT,1.66E-122,1.805267107,Interstitium / Fibroblasts
NNT,2.59E-121,0.483571108,Intercalated cells
NNT,1.17E-21,0.526413778,Thick ascending loop of Henle
NNT,6.13E-25,0.290409419,Connecting tubule
NNT,6.13E-25,0.290409419,Distal tubule
NOP10,3.35E-22,0.379619087,Proximal tubule
NOP58,1,0.332881327,Interstitium / Fibroblasts
NOSTRIN,0,1.701638475,Glomerular endothelial
NOSTRIN,1.36E-71,0.918295801,Ascending vasa recta
NOTCH2,0.006060042,0.505851521,Interstitium / Fibroblasts
NOTCH2NL,1.70E-19,0.556305791,Podocyte
NOTCH3,1.41E-256,1.370790392,Mesangial cell
NOTCH3,1.41E-256,1.370790392,Vascular smooth muscle cells / pericytes
NOTCH4,0,1.639872443,Glomerular endothelial
NOTCH4,2.64E-150,1.194647911,Descending vasa recta
NOTCH4,2.34E-124,1.491761985,Ascending vasa recta
NOVA1,2.07E-21,0.876744359,Interstitium / Fibroblasts
NOX4,0,1.023487515,Proximal tubule
NOX4,1,0.262082277,Interstitium / Fibroblasts
NPC2,7.01E-80,0.827692436,Macrophage
NPC2,9.81E-112,1.457680208,Monocyte
NPDC1,8.80E-14,0.659442231,Interstitium / Fibroblasts
NPDC1,1.12E-283,1.740088889,Glomerular endothelial
NPDC1,8.60E-130,1.395649789,Descending vasa recta
NPDC1,2.13E-102,1.326181423,Ascending vasa recta
NPHS1,0,1.246421973,Podocyte
NPHS2,0,2.775080084,Podocyte
NPL,6.33E-270,0.903748863,Proximal tubule
NPM1,3.45E-65,0.393658949,T cells
