gene symbol,p_val_adj,avg_logFC,cell type
NCL,3.72E-16,0.271346,Podocyte
FAM200B,3.85E-16,0.296914,Podocyte
COX6C,4.95E-16,0.271444,Podocyte
ARID5B,5.14E-16,0.276437,Podocyte
NR2F2,5.69E-16,0.280076,Podocyte
PCNP,5.71E-16,0.294624,Podocyte
UBXN4,6.40E-16,0.298578,Podocyte
DGUOK,1.02E-15,0.280829,Podocyte
IMPAD1,1.07E-15,0.262687,Podocyte
FNDC3B,1.08E-15,0.28703,Podocyte
EMP3,1.11E-15,0.273657,Podocyte
MOCS2,1.14E-15,0.300794,Podocyte
TERF2IP,1.27E-15,0.300055,Podocyte
SLC39A6,1.31E-15,0.258265,Podocyte
RPN1,1.59E-15,0.286661,Podocyte
DAD1,1.82E-15,0.319281,Podocyte
PSMD1,1.88E-15,0.264983,Podocyte
PTMS,2.18E-15,0.284721,Podocyte
KRCC1,2.55E-15,0.254158,Podocyte
ZFHX3,4.52E-15,0.25244,Podocyte
FLNA,6.56E-15,0.295343,Podocyte
COMT,7.24E-15,0.276102,Podocyte
COX7A2L,7.26E-15,0.29678,Podocyte
ATP2A2,8.85E-15,0.26833,Podocyte
PTPRG,9.04E-15,0.265555,Podocyte
S100A16,9.25E-15,0.293031,Podocyte
CD63,1.00E-14,0.280713,Podocyte
TWSG1,1.36E-14,0.257745,Podocyte
SRP9,2.53E-14,0.285876,Podocyte
SON,5.53E-14,0.297804,Podocyte
SARAF,6.11E-14,0.294596,Podocyte
CTNND1,6.33E-14,0.278628,Podocyte
RERE,7.80E-14,0.289983,Podocyte
HEXIM1,9.25E-14,0.26438,Podocyte
EMC7,1.17E-13,0.29208,Podocyte
ZC3H13,1.35E-13,0.286707,Podocyte
PRKAR1A,1.81E-13,0.289298,Podocyte
SMARCA2,1.92E-13,0.256438,Podocyte
NDUFC1,2.08E-13,0.266685,Podocyte
NDUFAF3,2.32E-13,0.302651,Podocyte
PAFAH1B1,2.58E-13,0.250949,Podocyte
TAF7,3.03E-13,0.278386,Podocyte
PBX1,3.06E-13,0.393678,Podocyte
RAB5B,3.86E-13,0.250443,Podocyte
SYNE2,4.03E-13,0.298695,Podocyte
EAPP,4.67E-13,0.264501,Podocyte
C11orf58,7.92E-13,0.32449,Podocyte
NME3,9.43E-13,0.25327,Podocyte
CXXC5,1.21E-12,0.255046,Podocyte
UNC50,2.03E-12,0.261177,Podocyte
CCNI,2.21E-12,0.285539,Podocyte
YWHAE,2.28E-12,0.250606,Podocyte
ARF3,2.92E-12,0.277728,Podocyte
SLC25A4,3.09E-12,0.252224,Podocyte
USP16,3.56E-12,0.253527,Podocyte
SMIM14,6.06E-12,0.27046,Podocyte
YTHDC1,6.79E-12,0.281839,Podocyte
VDAC2,9.81E-12,0.265683,Podocyte
MRFAP1,1.05E-11,0.287271,Podocyte
MRPS18C,1.38E-11,0.260785,Podocyte
MIR4458HG,1.40E-11,0.286981,Podocyte
SRRM2,2.01E-11,0.291201,Podocyte
CASC4,2.39E-11,0.270419,Podocyte
COX17,2.91E-11,0.274524,Podocyte
BANF1,3.54E-11,0.279317,Podocyte
ABI2,4.44E-11,0.265695,Podocyte
GOLGB1,6.57E-11,0.265497,Podocyte
CTNNB1,8.36E-11,0.320463,Podocyte
ITFG1,8.50E-11,0.260735,Podocyte
YWHAQ,9.53E-11,0.274907,Podocyte
PGAM1,1.24E-10,0.262363,Podocyte
CHD4,2.23E-10,0.259781,Podocyte
PNISR,2.24E-10,0.269202,Podocyte
NDUFB8,2.47E-10,0.288832,Podocyte
TBCB,5.12E-10,0.260618,Podocyte
EPAS1,6.23E-10,0.36693,Podocyte
HLA-A,6.55E-10,0.359035,Podocyte
IL6ST,1.07E-09,0.256698,Podocyte
RPN2,1.28E-09,0.281647,Podocyte
VEZT,2.20E-09,0.258888,Podocyte
TRMT112,2.60E-09,0.251236,Podocyte
HIGD1A,3.69E-09,0.25636,Podocyte
TGFBR2,1.43E-07,0.403761,Podocyte
ANXA1,5.65E-06,0.306806,Podocyte
LYZ,9.76E-261,1.360049,Macrophage
RP11-1143G9.4,3.39E-203,1.132082,Macrophage
IL1B,4.80E-172,1.190719,Macrophage
TYROBP,3.65E-168,0.79426,Macrophage
CCL3,4.55E-146,1.331736,Macrophage
FCER1G,4.83E-146,0.743881,Macrophage
HLA-DRA,2.96E-139,1.075406,Macrophage
MNDA,4.24E-123,0.842907,Macrophage
CCL3L3,3.28E-104,1.003443,Macrophage
AIF1,2.91E-97,0.631198,Macrophage
S100A8,2.29E-94,1.3228,Macrophage
LST1,9.25E-94,0.811823,Macrophage
HLA-DPA1,4.03E-87,0.987783,Macrophage
HLA-DPB1,3.31E-86,1.046232,Macrophage
MS4A6A,1.11E-85,0.646687,Macrophage
SRGN,6.07E-84,0.76005,Macrophage
S100A9,4.77E-77,1.02409,Macrophage
CD74,5.43E-72,0.678519,Macrophage
PLEK,1.90E-71,0.56835,Macrophage
CTSS,8.76E-71,0.586937,Macrophage
FTL,1.16E-70,0.26916,Macrophage
AREG,3.54E-70,1.112448,Macrophage
CD83,2.34E-69,0.743226,Macrophage
CXCL8,1.21E-60,0.802494,Macrophage
CLEC7A,1.63E-59,0.528598,Macrophage
RGS2,3.60E-58,0.749522,Macrophage
RGS1,1.47E-56,1.006856,Macrophage
CXCR4,5.09E-56,0.888571,Macrophage
CCL4,4.73E-55,1.05439,Macrophage
CCL4L2,4.98E-55,0.805478,Macrophage
C1orf162,7.61E-54,0.602034,Macrophage
PABPC1,1.81E-53,0.610652,Macrophage
HLA-DRB1,2.88E-52,0.839784,Macrophage
MS4A7,9.29E-52,0.524887,Macrophage
DUSP1,1.01E-50,0.514231,Macrophage
RNASE6,4.51E-50,0.592802,Macrophage
FTH1,8.07E-49,0.37262,Macrophage
HLA-DQA1,3.11E-48,0.677516,Macrophage
PTPRC,5.25E-47,0.625871,Macrophage
TNFAIP3,1.31E-43,0.732779,Macrophage
NFKBIA,4.81E-43,0.602803,Macrophage
CYBB,5.70E-43,0.483646,Macrophage
LAPTM5,5.86E-42,0.43452,Macrophage
ACTB,1.48E-40,0.351387,Macrophage
NR4A2,3.18E-40,0.661396,Macrophage
LCP1,2.34E-39,0.575089,Macrophage
NAMPT,3.93E-39,0.736117,Macrophage
CELF2,3.96E-39,0.617114,Macrophage
GPX1,6.29E-36,0.515965,Macrophage
PTPRE,6.85E-36,0.563058,Macrophage
HLA-DRB5,2.37E-35,0.807327,Macrophage
HLA-DQB1,3.57E-34,0.678828,Macrophage
SGK1,1.86E-31,0.570364,Macrophage
SAT1,6.65E-31,0.328284,Macrophage
SAMHD1,3.79E-30,0.485947,Macrophage
FOS,6.42E-30,0.321635,Macrophage
HCST,7.85E-29,0.462326,Macrophage
CD163,2.24E-28,0.391615,Macrophage
HLA-DQA2,4.66E-28,0.671464,Macrophage
COTL1,5.20E-28,0.522591,Macrophage
ALOX5AP,1.78E-26,0.528905,Macrophage
CD53,1.32E-25,0.433165,Macrophage
S100A4,3.72E-24,0.336335,Macrophage
FYB,3.84E-23,0.424903,Macrophage
CYBA,6.52E-23,0.287261,Macrophage
CST3,5.11E-22,0.412937,Macrophage
MAFB,6.71E-22,0.427868,Macrophage
REL,6.41E-21,0.514953,Macrophage
ZEB2,9.98E-20,0.403935,Macrophage
SH3BGRL3,8.90E-19,0.354514,Macrophage
STK17B,1.72E-18,0.432521,Macrophage
AP1S2,1.12E-16,0.410213,Macrophage
C15orf48,1.49E-16,0.509904,Macrophage
HLA-DMA,2.67E-16,0.43201,Macrophage
TYMP,3.49E-16,0.371801,Macrophage
CD52,1.55E-15,0.561655,Macrophage
CXCL3,1.72E-15,0.542809,Macrophage
FAM49B,2.39E-15,0.40962,Macrophage
ZFP36,5.16E-15,0.262721,Macrophage
CXCL2,2.01E-13,0.376095,Macrophage
FGL2,1.23E-12,0.338001,Macrophage
CEBPB,1.98E-12,0.386648,Macrophage
BTG1,7.86E-12,0.329861,Macrophage
HLA-DMB,1.44E-11,0.299503,Macrophage
ZFP36L2,1.83E-11,0.331014,Macrophage
TRA2B,2.49E-11,0.394937,Macrophage
KCTD12,2.53E-11,0.356002,Macrophage
LGALS2,3.94E-11,0.348752,Macrophage
IFNGR1,4.91E-11,0.425566,Macrophage
ZFP36L1,9.97E-11,0.311369,Macrophage
VCAN,1.64E-10,0.440166,Macrophage
HSPA1A,2.31E-10,0.286973,Macrophage
CKLF,3.84E-10,0.420024,Macrophage
HSPA1B,4.08E-10,0.274617,Macrophage
ARHGDIB,1.12E-09,0.313676,Macrophage
CMTM6,1.34E-08,0.349785,Macrophage
GCA,1.45E-08,0.350539,Macrophage
DNAJB1,1.58E-08,0.331902,Macrophage
MT1H,4.68E-08,0.520108,Macrophage
IER5,6.57E-08,0.386255,Macrophage
RAB31,1.32E-07,0.306002,Macrophage
KLF4,1.94E-07,0.297903,Macrophage
GMFG,5.69E-07,0.322657,Macrophage
PABPC4,2.55E-06,0.333651,Macrophage
CD44,2.60E-06,0.309836,Macrophage
PMAIP1,3.12E-06,0.331615,Macrophage
ID2,3.14E-06,0.307568,Macrophage
KDM6B,1.04E-05,0.309556,Macrophage
ARPC5,3.70E-05,0.253171,Macrophage
MCL1,4.31E-05,0.259552,Macrophage
ETS2,4.78E-05,0.261698,Macrophage
LITAF,7.50E-05,0.275839,Macrophage
TPP1,0.000142,0.287591,Macrophage
CHMP1B,0.000157,0.324454,Macrophage
STK4,0.000251,0.28406,Macrophage
CAP1,0.000395,0.280992,Macrophage
CD69,0.000497,0.391615,Macrophage
IFI16,0.002534,0.296768,Macrophage
IER3,0.003673,0.319146,Macrophage
PPT1,0.003684,0.272756,Macrophage
FKBP5,0.005021,0.302098,Macrophage
MAT2A,0.007962,0.277432,Macrophage
TAOK3,0.013685,0.264399,Macrophage
PLIN2,0.061965,0.267013,Macrophage
CCL5,0.167106,0.353673,Macrophage
H2AFY,0.176453,0.260639,Macrophage
HMGB2,0.568494,0.264314,Macrophage
MT1X,1,0.270662,Macrophage
OST4,1.47E-10,0.262745,Peritubular capillary
PALMD,3.66E-201,0.93711,Peritubular capillary
PCAT19,6.56E-129,0.723419,Peritubular capillary
PDLIM1,1.53E-140,1.003304,Peritubular capillary
PDLIM5,1.78E-25,0.418807,Peritubular capillary
PECAM1,2.49E-174,0.963607,Peritubular capillary
PHACTR2,2.61E-19,0.339354,Peritubular capillary
PIK3C2A,2.54E-23,0.363209,Peritubular capillary
PIM3,1.81E-25,0.327105,Peritubular capillary
PLPP1,3.73E-08,0.634604,Peritubular capillary
PLS3,6.84E-13,0.271761,Peritubular capillary
PLVAP,5.88E-154,0.9156,Peritubular capillary
PLXND1,2.67E-40,0.422743,Peritubular capillary
POLE4,1.28E-17,0.341692,Peritubular capillary
POLR2L,1.38E-62,0.556111,Peritubular capillary
PRCP,5.19E-59,0.715303,Peritubular capillary
PRKCDBP,3.78E-57,0.549048,Peritubular capillary
PRMT1,1.33E-19,0.299262,Peritubular capillary
PRSS23,1.39E-126,0.850978,Peritubular capillary
PTMS,3.01E-13,0.310997,Peritubular capillary
PTPN12,6.07E-13,0.26976,Peritubular capillary
PTPRB,2.29E-47,0.445308,Peritubular capillary
PTRF,2.10E-103,0.72809,Peritubular capillary
RAB11A,5.23E-24,0.390822,Peritubular capillary
RAB13,5.64E-50,0.551834,Peritubular capillary
RAMP2,1.18E-116,0.750838,Peritubular capillary
RAMP3,7.58E-122,0.83555,Peritubular capillary
RBM3,4.97E-21,0.362619,Peritubular capillary
RCN1,1.38E-16,0.276479,Peritubular capillary
RDX,2.69E-16,0.365241,Peritubular capillary
RGCC,5.39E-11,0.510671,Peritubular capillary
RHOC,9.37E-30,0.437143,Peritubular capillary
RNF145,1.81E-16,0.330786,Peritubular capillary
RNF7,6.71E-20,0.371039,Peritubular capillary
ROBO4,2.69E-83,0.506051,Peritubular capillary
RPGR,1.15E-45,0.421856,Peritubular capillary
RPL10,8.33E-113,0.542182,Peritubular capillary
RPL10A,3.16E-62,0.458953,Peritubular capillary
RPL11,2.64E-73,0.405897,Peritubular capillary
RPL12,3.69E-84,0.489387,Peritubular capillary
RPL13,2.93E-116,0.495383,Peritubular capillary
RPL13A,1.69E-77,0.406286,Peritubular capillary
RPL15,1.48E-88,0.499557,Peritubular capillary
RPL17,2.33E-15,0.345983,Peritubular capillary
RPL18,7.86E-59,0.411994,Peritubular capillary
RPL18A,5.80E-85,0.459355,Peritubular capillary
RPL19,3.33E-82,0.455399,Peritubular capillary
RPL22,1.35E-28,0.298276,Peritubular capillary
RPL23,4.94E-35,0.316905,Peritubular capillary
RPL23A,1.14E-56,0.361392,Peritubular capillary
RPL24,5.15E-42,0.357333,Peritubular capillary
RPL26,2.02E-99,0.52679,Peritubular capillary
RPL27,2.31E-56,0.417699,Peritubular capillary
RPL27A,8.12E-76,0.420335,Peritubular capillary
RPL28,8.17E-85,0.441202,Peritubular capillary
RPL29,1.29E-65,0.49669,Peritubular capillary
RPL3,1.64E-107,0.630313,Peritubular capillary
RPL30,1.95E-44,0.371288,Peritubular capillary
RPL31,3.49E-57,0.404911,Peritubular capillary
RPL32,6.06E-118,0.526966,Peritubular capillary
RPL34,1.97E-113,0.455969,Peritubular capillary
RPL35,1.50E-58,0.340358,Peritubular capillary
RPL35A,2.92E-75,0.430216,Peritubular capillary
RPL36,7.13E-113,0.479737,Peritubular capillary
RPL36A,2.85E-41,0.42221,Peritubular capillary
RPL37,1.22E-46,0.416588,Peritubular capillary
RPL37A,2.87E-97,0.459153,Peritubular capillary
RPL38,5.17E-43,0.338574,Peritubular capillary
RPL39,5.24E-82,0.403262,Peritubular capillary
RPL4,2.02E-23,0.32328,Peritubular capillary
RPL41,1.12E-88,0.398415,Peritubular capillary
RPL5,8.24E-33,0.371064,Peritubular capillary
RPL6,1.49E-66,0.432868,Peritubular capillary
SFRP1,0,1.676206,Thick ascending loop of Henle
KNG1,0,1.99685,Thick ascending loop of Henle
EGF,0,1.507683,Thick ascending loop of Henle
TMEM52B,0,2.495739,Thick ascending loop of Henle
UMOD,0,3.199208,Thick ascending loop of Henle
SLC12A1,2.92E-268,2.420149,Thick ascending loop of Henle
DEFB1,4.47E-262,1.779057,Thick ascending loop of Henle
PTGER3,4.48E-252,1.219233,Thick ascending loop of Henle
CLDN16,8.40E-227,1.497464,Thick ascending loop of Henle
ATP1B1,5.29E-221,1.558667,Thick ascending loop of Henle
MFSD4,1.03E-209,0.964114,Thick ascending loop of Henle
DUSP9,1.54E-205,0.762288,Thick ascending loop of Henle
HSPA2,7.92E-203,1.266427,Thick ascending loop of Henle
KCNJ1,6.94E-192,1.05901,Thick ascending loop of Henle
ATP1A1,7.77E-178,1.207132,Thick ascending loop of Henle
MTURN,3.97E-175,1.136631,Thick ascending loop of Henle
NUDT4,3.16E-173,1.271848,Thick ascending loop of Henle
CLCNKA,1.34E-165,0.936585,Thick ascending loop of Henle
SERPINA5,6.40E-154,1.060478,Thick ascending loop of Henle
CA12,1.15E-151,1.090039,Thick ascending loop of Henle
EFHD1,2.69E-151,1.105975,Thick ascending loop of Henle
CYFIP2,2.23E-145,1.193436,Thick ascending loop of Henle
RHOBTB3,2.31E-139,1.158909,Thick ascending loop of Henle
WNK1,5.45E-139,1.487623,Thick ascending loop of Henle
CD24,6.74E-138,0.95646,Thick ascending loop of Henle
CLCN5,7.81E-135,1.059922,Thick ascending loop of Henle
MT-CO3,6.39E-132,0.704062,Thick ascending loop of Henle
KCNJ16,2.52E-128,1.004623,Thick ascending loop of Henle
PDE1A,1.88E-124,1.000422,Thick ascending loop of Henle
PPARGC1A,3.30E-124,0.893167,Thick ascending loop of Henle
SLC5A3,8.28E-120,1.126618,Thick ascending loop of Henle
MT-ND1,2.34E-113,0.713077,Thick ascending loop of Henle
MT-CO1,8.42E-110,0.53543,Thick ascending loop of Henle
SLC16A12,4.31E-108,0.904891,Thick ascending loop of Henle
LINC00982,2.51E-105,0.691082,Thick ascending loop of Henle
CGNL1,4.62E-105,0.922376,Thick ascending loop of Henle
FXYD2,1.12E-102,0.909235,Thick ascending loop of Henle
MT-CO2,8.09E-101,0.475348,Thick ascending loop of Henle
PP7080,4.04E-99,0.673091,Thick ascending loop of Henle
MT-ND3,3.65E-98,0.636076,Thick ascending loop of Henle
PROM2,2.67E-94,0.708514,Thick ascending loop of Henle
SCNN1A,4.96E-94,0.826188,Thick ascending loop of Henle
ACSS1,7.21E-93,0.663335,Thick ascending loop of Henle
CLCNKB,1.11E-92,0.734705,Thick ascending loop of Henle
MUC15,8.69E-92,0.592927,Thick ascending loop of Henle
CKB,5.91E-91,0.896915,Thick ascending loop of Henle
TMEM72,1.52E-90,0.579252,Thick ascending loop of Henle
ESRRG,4.73E-89,0.771439,Thick ascending loop of Henle
GPC3,1.11E-88,0.629968,Thick ascending loop of Henle
NAV2,1.89E-88,0.759261,Thick ascending loop of Henle
SPP1,1.11E-86,0.662462,Thick ascending loop of Henle
ERBB4,7.20E-86,0.728511,Thick ascending loop of Henle
MT-ND2,1.04E-85,0.603269,Thick ascending loop of Henle
MRPS6,4.24E-84,0.887266,Thick ascending loop of Henle
CDH16,1.30E-83,0.779741,Thick ascending loop of Henle
MT-ND4,1.32E-82,0.48042,Thick ascending loop of Henle
MAL,7.04E-78,0.745204,Thick ascending loop of Henle
SULT1C2,1.72E-77,0.695235,Thick ascending loop of Henle
ZFAND5,3.97E-76,0.937219,Thick ascending loop of Henle
RRAGD,4.86E-76,0.616428,Thick ascending loop of Henle
NTRK2,3.57E-74,0.820891,Thick ascending loop of Henle
FECH,5.63E-74,0.679553,Thick ascending loop of Henle
MT-CYB,1.28E-73,0.478515,Thick ascending loop of Henle
HOXD8,7.63E-72,0.801205,Thick ascending loop of Henle
SEMA6D,1.43E-71,0.630292,Thick ascending loop of Henle
LDHB,2.20E-71,0.703119,Thick ascending loop of Henle
PEBP1,9.74E-71,0.764117,Thick ascending loop of Henle
MT-ATP6,2.49E-70,0.431287,Thick ascending loop of Henle
MUC1,3.41E-70,0.643976,Thick ascending loop of Henle
POU3F3,5.38E-70,0.707075,Thick ascending loop of Henle
SLC16A7,1.06E-68,0.70837,Thick ascending loop of Henle
COBLL1,1.13E-68,0.766268,Thick ascending loop of Henle
MPC1,3.49E-68,0.820608,Thick ascending loop of Henle
TSPAN8,8.09E-65,0.615212,Thick ascending loop of Henle
IRX2,6.90E-64,0.638344,Thick ascending loop of Henle
CYS1,1.94E-62,0.671806,Thick ascending loop of Henle
SCD5,2.42E-62,0.709014,Thick ascending loop of Henle
PDK4,2.24E-61,0.945695,Thick ascending loop of Henle
USP2,1.41E-60,0.595607,Thick ascending loop of Henle
IVNS1ABP,2.21E-60,0.704626,Thick ascending loop of Henle
MSI2,2.48E-56,0.689617,Thick ascending loop of Henle
MECOM,3.89E-55,0.674578,Thick ascending loop of Henle
APP,4.81E-55,0.565456,Thick ascending loop of Henle
OGDHL,7.93E-55,0.603962,Thick ascending loop of Henle
ATP6V1B1,8.62E-52,0.525268,Thick ascending loop of Henle
TXNIP,1.41E-51,0.527235,Thick ascending loop of Henle
TFCP2L1,2.10E-51,0.614245,Thick ascending loop of Henle
PPP1R1A,4.85E-51,0.592902,Thick ascending loop of Henle
CLDN10,1.11E-49,0.703253,Thick ascending loop of Henle
MAN1A1,1.14E-49,0.630674,Thick ascending loop of Henle
UGT8,2.21E-49,0.503765,Thick ascending loop of Henle
CMTM4,1.79E-48,0.60105,Thick ascending loop of Henle
CPEB3,3.99E-48,0.526473,Thick ascending loop of Henle
TRIM2,5.69E-48,0.662554,Thick ascending loop of Henle
GABARAPL1,1.73E-47,0.698865,Thick ascending loop of Henle
GSTM3,1.08E-45,0.575387,Thick ascending loop of Henle
HSD11B2,2.37E-45,0.558869,Thick ascending loop of Henle
HIBADH,2.63E-45,0.627534,Thick ascending loop of Henle
IDH2,6.51E-45,0.66515,Thick ascending loop of Henle
UQCRB,1.36E-44,0.431525,Thick ascending loop of Henle
PRDX3,3.86E-44,0.607164,Thick ascending loop of Henle
LGR4,5.78E-44,0.649388,Thick ascending loop of Henle
PTH1R,5.56E-43,0.627219,Thick ascending loop of Henle
COX7C,3.98E-42,0.409766,Thick ascending loop of Henle
ACSL1,2.11E-41,0.629153,Thick ascending loop of Henle
ATP5J,2.19E-41,0.527044,Thick ascending loop of Henle
NGFRAP1,9.06E-41,0.511707,Thick ascending loop of Henle
AK3,3.18E-39,0.639915,Thick ascending loop of Henle
METTL7A,4.73E-39,0.618459,Thick ascending loop of Henle
COX7B,5.37E-39,0.492031,Thick ascending loop of Henle
MT-ND5,5.81E-39,0.317121,Thick ascending loop of Henle
APLP2,7.07E-39,0.506742,Thick ascending loop of Henle
USP53,9.77E-39,0.597873,Thick ascending loop of Henle
TBC1D4,9.07E-38,0.599181,Thick ascending loop of Henle
FAM171A1,2.98E-37,0.548856,Thick ascending loop of Henle
MTRNR2L8,4.95E-37,0.680796,Thick ascending loop of Henle
TACSTD2,2.87E-36,0.55198,Thick ascending loop of Henle
ARHGAP24,2.12E-35,0.556723,Thick ascending loop of Henle
RAB3IP,2.47E-35,0.574047,Thick ascending loop of Henle
USMG5,5.92E-35,0.432663,Thick ascending loop of Henle
TSPAN12,1.54E-34,0.537505,Thick ascending loop of Henle
MT-ND4L,2.49E-34,0.34889,Thick ascending loop of Henle
EPCAM,4.60E-34,0.470931,Thick ascending loop of Henle
TBC1D9,7.90E-34,0.543947,Thick ascending loop of Henle
RBM47,1.71E-33,0.546939,Thick ascending loop of Henle
PRKAA2,1.90E-33,0.538761,Thick ascending loop of Henle
GOLM1,2.11E-33,0.558183,Thick ascending loop of Henle
VAV3,2.22E-33,0.493569,Thick ascending loop of Henle
FBXO21,2.72E-33,0.537892,Thick ascending loop of Henle
DDAH1,4.89E-33,0.537386,Thick ascending loop of Henle
ALDH1A1,1.11E-32,0.546502,Thick ascending loop of Henle
DDX17,1.14E-32,0.476999,Thick ascending loop of Henle
NNT,2.13E-32,0.502905,Thick ascending loop of Henle
TMEM213,2.43E-32,0.465998,Thick ascending loop of Henle
SMS,4.08E-32,0.585919,Thick ascending loop of Henle
UCHL1,4.70E-32,0.450137,Thick ascending loop of Henle
ATP5I,1.60E-31,0.375065,Thick ascending loop of Henle
ARRDC3,2.22E-31,0.561693,Thick ascending loop of Henle
OCLN,3.82E-31,0.512752,Thick ascending loop of Henle
UQCRH,7.85E-31,0.447367,Thick ascending loop of Henle
PKHD1,2.19E-30,0.510147,Thick ascending loop of Henle
HIPK2,5.05E-30,0.461581,Thick ascending loop of Henle
AHCYL1,1.61E-29,0.564249,Thick ascending loop of Henle
C8orf4,3.49E-29,0.522709,Thick ascending loop of Henle
ATP5A1,4.18E-29,0.544503,Thick ascending loop of Henle
CLMN,1.01E-28,0.491561,Thick ascending loop of Henle
SORL1,3.86E-28,0.464902,Thick ascending loop of Henle
CYSTM1,4.06E-28,0.471905,Thick ascending loop of Henle
DEPTOR,5.86E-28,0.452099,Thick ascending loop of Henle
SLC25A4,7.72E-28,0.457492,Thick ascending loop of Henle
FARP1,1.32E-27,0.54664,Thick ascending loop of Henle
LMO7,2.05E-27,0.586461,Thick ascending loop of Henle
CHCHD10,9.88E-27,0.487122,Thick ascending loop of Henle
ABCA5,2.00E-26,0.495899,Thick ascending loop of Henle
PRR13,2.33E-26,0.503538,Thick ascending loop of Henle
NDRG2,2.64E-26,0.464752,Thick ascending loop of Henle
ACSL4,2.98E-26,0.607586,Thick ascending loop of Henle
CADM1,6.09E-26,0.479609,Thick ascending loop of Henle
ATP5G3,9.57E-26,0.472276,Thick ascending loop of Henle
ATP5B,1.07E-25,0.502192,Thick ascending loop of Henle
TMBIM6,2.20E-25,0.389301,Thick ascending loop of Henle
EMX2,1.40E-24,0.457365,Thick ascending loop of Henle
ACADM,3.91E-24,0.461374,Thick ascending loop of Henle
PFN2,1.46E-23,0.467546,Thick ascending loop of Henle
BEX2,1.59E-23,0.484378,Thick ascending loop of Henle
CRYZ,4.24E-23,0.453029,Thick ascending loop of Henle
WSB1,8.12E-23,0.443383,Thick ascending loop of Henle
ABLIM1,1.92E-22,0.47727,Thick ascending loop of Henle
HADHB,6.70E-22,0.49326,Thick ascending loop of Henle
ITGA2,1.06E-21,0.396861,Thick ascending loop of Henle
ATP6V1A,1.26E-21,0.450622,Thick ascending loop of Henle
HIP1,1.81E-21,0.442098,Thick ascending loop of Henle
ACAT1,2.43E-21,0.463252,Thick ascending loop of Henle
COX5B,5.09E-21,0.431981,Thick ascending loop of Henle
PLA2G12A,7.88E-21,0.432497,Thick ascending loop of Henle
SLC25A5,9.29E-21,0.433486,Thick ascending loop of Henle
CYB5A,1.37E-20,0.402567,Thick ascending loop of Henle
PCSK1N,4.47E-20,0.338482,Thick ascending loop of Henle
CD9,5.15E-20,0.277706,Thick ascending loop of Henle
COL4A3,5.47E-20,0.292558,Thick ascending loop of Henle
COX8A,6.88E-20,0.403903,Thick ascending loop of Henle
HOXB3,9.35E-20,0.425901,Thick ascending loop of Henle
CDH1,1.04E-19,0.369657,Thick ascending loop of Henle
UXS1,1.37E-19,0.445163,Thick ascending loop of Henle
NDUFA4,1.37E-19,0.308677,Thick ascending loop of Henle
TOB1,1.61E-19,0.496892,Thick ascending loop of Henle
SRSF5,2.05E-19,0.397302,Thick ascending loop of Henle
CLINT1,2.97E-19,0.463992,Thick ascending loop of Henle
CAT,6.43E-19,0.437624,Thick ascending loop of Henle
HNRNPA2B1,2.14E-18,0.342262,Thick ascending loop of Henle
ERBB2,2.80E-18,0.438993,Thick ascending loop of Henle
CPM,8.65E-18,0.403699,Thick ascending loop of Henle
CREB3L2,1.53E-17,0.487442,Thick ascending loop of Henle
NEDD4L,1.74E-17,0.432256,Thick ascending loop of Henle
TSPYL1,1.76E-17,0.428753,Thick ascending loop of Henle
ARRDC4,2.51E-17,0.403808,Thick ascending loop of Henle
SUCLG2,2.67E-17,0.4585,Thick ascending loop of Henle
ZNF664,4.96E-17,0.39739,Thick ascending loop of Henle
PREPL,8.80E-17,0.447601,Thick ascending loop of Henle
COX6C,1.58E-16,0.319434,Thick ascending loop of Henle
HSPA9,1.75E-16,0.448497,Thick ascending loop of Henle
BSG,3.02E-16,0.385915,Thick ascending loop of Henle
CYCS,1.12E-15,0.413992,Thick ascending loop of Henle
NDUFA5,1.26E-15,0.39151,Thick ascending loop of Henle
PBX1,2.04E-15,0.43663,Thick ascending loop of Henle
SLC4A7,3.38E-15,0.47295,Thick ascending loop of Henle
DSP,1.00E-14,0.361415,Thick ascending loop of Henle
DSG2,1.34E-14,0.403507,Thick ascending loop of Henle
KLF9,1.76E-14,0.462091,Thick ascending loop of Henle
LMBRD1,1.98E-14,0.387889,Thick ascending loop of Henle
NDUFA1,2.65E-14,0.334511,Thick ascending loop of Henle
TMEM59,4.27E-14,0.297048,Thick ascending loop of Henle
CA2,5.60E-14,0.401745,Thick ascending loop of Henle
CIRBP,8.29E-14,0.308068,Thick ascending loop of Henle
KIF12,1.14E-13,0.399465,Thick ascending loop of Henle
CYP1B1,2.34E-13,0.409418,Thick ascending loop of Henle
UBE2H,2.35E-13,0.449747,Thick ascending loop of Henle
DNAJC19,4.08E-13,0.459862,Thick ascending loop of Henle
FGD5-AS1,4.31E-13,0.419554,Thick ascending loop of Henle
CANX,5.92E-13,0.34688,Thick ascending loop of Henle
SLC3A1,1.01E-12,0.369086,Thick ascending loop of Henle
PLCG2,1.39E-12,0.665323,Thick ascending loop of Henle
CAPN2,1.72E-12,0.376329,Thick ascending loop of Henle
IMMT,3.79E-12,0.376181,Thick ascending loop of Henle
VDAC1,4.63E-12,0.38712,Thick ascending loop of Henle
ST13,4.88E-12,0.316679,Thick ascending loop of Henle
ZNF518A,5.83E-12,0.352404,Thick ascending loop of Henle
